# energy_eV sigma_m2
3.33330000e+01 9.57787114e-21
3.33370000e+01 9.57786666e-21
3.33510000e+01 9.57783538e-21
3.33550000e+01 9.57782517e-21
3.33570000e+01 9.57781926e-21
3.33800000e+01 9.57774308e-21
3.33980000e+01 9.57768641e-21
3.33990000e+01 9.57768308e-21
3.34100000e+01 9.57764258e-21
3.34180000e+01 9.57761198e-21
3.34250000e+01 9.57758478e-21
3.34290000e+01 9.57756934e-21
3.34380000e+01 9.57753361e-21
3.34390000e+01 9.57752919e-21
3.34730000e+01 9.57738108e-21
3.34880000e+01 9.57732072e-21
3.34960000e+01 9.57727761e-21
3.35000000e+01 9.57725097e-21
3.35020000e+01 9.57723734e-21
3.35140000e+01 9.57715394e-21
3.35160000e+01 9.57713942e-21
3.35200000e+01 9.57711052e-21
3.35250000e+01 9.57707353e-21
3.35310000e+01 9.57702955e-21
3.35340000e+01 9.57700737e-21
3.35390000e+01 9.57696909e-21
3.35400000e+01 9.57696118e-21
3.35490000e+01 9.57688815e-21
3.35980000e+01 9.57650876e-21
3.36030000e+01 9.57647087e-21
3.36160000e+01 9.57637090e-21
3.36860000e+01 9.57586937e-21
3.37030000e+01 9.57575445e-21
3.37220000e+01 9.57562195e-21
3.37380000e+01 9.57549699e-21
3.37490000e+01 9.57541167e-21
3.37570000e+01 9.57534880e-21
3.37690000e+01 9.57524956e-21
3.37760000e+01 9.57519155e-21
3.37960000e+01 9.57502871e-21
3.38720000e+01 9.57441722e-21
3.38970000e+01 9.57422085e-21
3.39060000e+01 9.57415040e-21
3.39110000e+01 9.57411065e-21
3.39550000e+01 9.57376015e-21
3.39560000e+01 9.57375242e-21
3.39610000e+01 9.57371265e-21
3.40240000e+01 9.57322865e-21
3.40280000e+01 9.57319814e-21
3.40430000e+01 9.57307935e-21
3.40800000e+01 9.57277715e-21
3.41020000e+01 9.57259592e-21
3.41070000e+01 9.57255495e-21
3.41210000e+01 9.57243817e-21
3.41260000e+01 9.57239429e-21
3.41270000e+01 9.57238442e-21
3.41340000e+01 9.57231459e-21
3.41460000e+01 9.57219593e-21
3.41570000e+01 9.57208889e-21
3.41580000e+01 9.57207894e-21
3.41600000e+01 9.57205646e-21
3.41880000e+01 9.57173022e-21
3.41890000e+01 9.57171853e-21
3.41980000e+01 9.57161387e-21
3.42040000e+01 9.57154469e-21
3.42060000e+01 9.57152149e-21
3.42120000e+01 9.57145058e-21
3.42360000e+01 9.57116532e-21
3.42870000e+01 9.57056205e-21
3.42940000e+01 9.57048096e-21
3.43010000e+01 9.57039810e-21
3.43020000e+01 9.57038608e-21
3.43200000e+01 9.57017131e-21
3.43250000e+01 9.57011127e-21
3.43470000e+01 9.56984482e-21
3.43560000e+01 9.56973397e-21
3.44060000e+01 9.56913117e-21
3.44100000e+01 9.56905903e-21
3.44630000e+01 9.56806147e-21
3.44710000e+01 9.56791058e-21
3.44720000e+01 9.56789150e-21
3.44910000e+01 9.56752897e-21
3.44980000e+01 9.56739185e-21
3.45120000e+01 9.56711897e-21
3.45300000e+01 9.56676914e-21
3.45360000e+01 9.56664976e-21
3.45610000e+01 9.56612946e-21
3.46040000e+01 9.56519400e-21
3.46060000e+01 9.56515109e-21
3.46400000e+01 9.56441394e-21
3.46600000e+01 9.56399245e-21
3.46840000e+01 9.56348572e-21
3.46900000e+01 9.56336220e-21
3.46950000e+01 9.56325986e-21
3.47110000e+01 9.56293642e-21
3.47150000e+01 9.56285783e-21
3.47210000e+01 9.56273985e-21
3.47250000e+01 9.56265939e-21
3.47410000e+01 9.56233171e-21
3.48410000e+01 9.56034344e-21
3.48430000e+01 9.56030739e-21
3.48440000e+01 9.56028938e-21
3.48490000e+01 9.56019342e-21
3.48530000e+01 9.56011929e-21
3.48610000e+01 9.55998847e-21
3.48630000e+01 9.55995737e-21
3.48680000e+01 9.55987768e-21
3.48860000e+01 9.55963441e-21
3.48950000e+01 9.55951425e-21
3.49010000e+01 9.55943465e-21
3.49070000e+01 9.55935458e-21
3.49090000e+01 9.55933486e-21
3.49300000e+01 9.55912366e-21
3.49490000e+01 9.55896398e-21
3.49540000e+01 9.55892174e-21
3.49830000e+01 9.55891717e-21
3.50300000e+01 9.55909623e-21
3.50600000e+01 9.55920439e-21
3.50670000e+01 9.55924092e-21
3.50720000e+01 9.55927279e-21
3.50810000e+01 9.55934032e-21
3.51160000e+01 9.55968975e-21
3.51290000e+01 9.55981298e-21
3.52180000e+01 9.56080473e-21
3.52320000e+01 9.56097780e-21
3.52380000e+01 9.56105476e-21
3.52450000e+01 9.56114771e-21
3.52500000e+01 9.56121471e-21
3.52510000e+01 9.56122936e-21
3.52570000e+01 9.56132331e-21
3.52610000e+01 9.56138109e-21
3.52790000e+01 9.56163697e-21
3.52900000e+01 9.56179112e-21
3.53660000e+01 9.56294674e-21
3.53750000e+01 9.56308537e-21
3.53790000e+01 9.56314693e-21
3.54000000e+01 9.56348891e-21
3.54500000e+01 9.56432452e-21
3.54550000e+01 9.56440816e-21
3.54760000e+01 9.56475766e-21
3.54770000e+01 9.56477342e-21
3.54850000e+01 9.56489662e-21
3.55020000e+01 9.56515688e-21
3.55400000e+01 9.56574226e-21
3.55530000e+01 9.56593024e-21
3.55540000e+01 9.56594324e-21
3.56010000e+01 9.56655908e-21
3.56210000e+01 9.56682256e-21
3.56220000e+01 9.56683571e-21
3.56280000e+01 9.56691430e-21
3.56410000e+01 9.56708488e-21
3.56420000e+01 9.56709768e-21
3.56540000e+01 9.56724982e-21
3.56800000e+01 9.56757524e-21
3.56910000e+01 9.56771085e-21
3.57150000e+01 9.56797696e-21
3.57310000e+01 9.56815607e-21
3.57560000e+01 9.56843910e-21
3.58120000e+01 9.56907396e-21
3.58130000e+01 9.56908518e-21
3.58170000e+01 9.56912783e-21
3.58400000e+01 9.56936184e-21
3.58450000e+01 9.56941229e-21
3.58520000e+01 9.56948196e-21
3.58610000e+01 9.56957021e-21
3.58760000e+01 9.56971603e-21
3.58950000e+01 9.56990031e-21
3.59350000e+01 9.57028996e-21
3.59780000e+01 9.57072034e-21
3.59870000e+01 9.57081192e-21
3.59910000e+01 9.57085252e-21
3.59930000e+01 9.57087256e-21
3.60010000e+01 9.57095157e-21
3.60110000e+01 9.57104695e-21
3.60180000e+01 9.57111343e-21
3.60190000e+01 9.57112293e-21
3.60380000e+01 9.57130308e-21
3.60640000e+01 9.57154429e-21
3.60770000e+01 9.57166380e-21
3.61530000e+01 9.57235693e-21
3.61600000e+01 9.57242070e-21
3.61870000e+01 9.57266517e-21
3.62370000e+01 9.57312128e-21
3.62420000e+01 9.57316691e-21
3.62460000e+01 9.57320282e-21
3.62520000e+01 9.57325287e-21
3.63130000e+01 9.57375722e-21
3.63160000e+01 9.57378215e-21
3.63880000e+01 9.57439184e-21
3.63910000e+01 9.57441751e-21
3.64080000e+01 9.57455936e-21
3.64090000e+01 9.57456766e-21
3.64100000e+01 9.57457566e-21
3.64150000e+01 9.57461520e-21
3.64230000e+01 9.57467851e-21
3.64270000e+01 9.57470998e-21
3.64420000e+01 9.57482811e-21
3.64810000e+01 9.57512608e-21
3.64820000e+01 9.57513347e-21
3.65010000e+01 9.57527021e-21
3.65050000e+01 9.57528765e-21
3.65320000e+01 9.57540680e-21
3.65570000e+01 9.57547477e-21
3.65590000e+01 9.57547977e-21
3.66410000e+01 9.57569508e-21
3.66460000e+01 9.57570869e-21
3.66640000e+01 9.57575540e-21
3.66680000e+01 9.57575924e-21
3.66890000e+01 9.57577367e-21
3.67000000e+01 9.57578063e-21
3.67080000e+01 9.57578385e-21
3.67310000e+01 9.57579192e-21
3.67380000e+01 9.57578790e-21
3.67920000e+01 9.57575890e-21
3.68120000e+01 9.57574969e-21
3.68190000e+01 9.57574631e-21
3.68330000e+01 9.57574000e-21
3.68520000e+01 9.57572919e-21
3.68750000e+01 9.57571136e-21
3.68820000e+01 9.57570624e-21
3.68850000e+01 9.57570035e-21
3.68910000e+01 9.57568860e-21
3.69070000e+01 9.57565297e-21
3.69630000e+01 9.57552806e-21
3.69670000e+01 9.57551777e-21
3.70010000e+01 9.57540620e-21
3.70220000e+01 9.57533744e-21
3.70510000e+01 9.57524209e-21
3.70560000e+01 9.57522531e-21
3.70850000e+01 9.57512603e-21
3.71280000e+01 9.57498918e-21
3.71370000e+01 9.57496211e-21
3.71430000e+01 9.57494432e-21
3.71510000e+01 9.57491967e-21
3.71550000e+01 9.57490609e-21
3.71590000e+01 9.57489142e-21
3.71710000e+01 9.57484690e-21
3.72020000e+01 9.57473071e-21
3.72220000e+01 9.57465597e-21
3.72290000e+01 9.57462972e-21
3.72510000e+01 9.57454868e-21
3.72700000e+01 9.57447981e-21
3.73090000e+01 9.57432925e-21
3.73300000e+01 9.57424407e-21
3.73400000e+01 9.57420399e-21
3.73850000e+01 9.57401972e-21
3.74170000e+01 9.57388803e-21
3.74360000e+01 9.57381001e-21
3.74370000e+01 9.57380580e-21
3.74690000e+01 9.57365513e-21
3.74740000e+01 9.57363122e-21
3.75050000e+01 9.57348065e-21
3.75470000e+01 9.57328539e-21
3.75820000e+01 9.57312608e-21
3.76000000e+01 9.57304293e-21
3.76110000e+01 9.57299028e-21
3.76190000e+01 9.57295102e-21
3.76200000e+01 9.57294580e-21
3.76400000e+01 9.57283925e-21
3.76470000e+01 9.57280183e-21
3.76760000e+01 9.57264928e-21
3.76950000e+01 9.57255092e-21
3.76960000e+01 9.57254542e-21
3.77340000e+01 9.57233945e-21
3.77800000e+01 9.57208681e-21
3.77940000e+01 9.57200881e-21
3.78100000e+01 9.57192030e-21
3.78340000e+01 9.57178305e-21
3.78440000e+01 9.57171101e-21
3.78940000e+01 9.57135175e-21
3.78990000e+01 9.57131579e-21
3.79210000e+01 9.57115517e-21
3.79840000e+01 9.57068909e-21
3.80060000e+01 9.57050786e-21
3.80320000e+01 9.57029419e-21
3.80450000e+01 9.57018781e-21
3.80590000e+01 9.57007208e-21
3.80650000e+01 9.57002167e-21
3.80670000e+01 9.57000469e-21
3.80720000e+01 9.56996200e-21
3.80860000e+01 9.56984284e-21
3.80900000e+01 9.56980839e-21
3.81090000e+01 9.56964012e-21
3.81170000e+01 9.56956930e-21
3.81280000e+01 9.56947241e-21
3.81350000e+01 9.56940810e-21
3.81660000e+01 9.56908472e-21
3.81670000e+01 9.56907390e-21
3.81740000e+01 9.56899530e-21
3.81780000e+01 9.56894851e-21
3.82280000e+01 9.56834788e-21
3.82430000e+01 9.56816669e-21
3.82470000e+01 9.56811730e-21
3.82540000e+01 9.56802973e-21
3.82650000e+01 9.56789087e-21
3.82960000e+01 9.56750220e-21
3.83050000e+01 9.56739059e-21
3.83270000e+01 9.56711629e-21
3.83320000e+01 9.56705332e-21
3.83390000e+01 9.56696390e-21
3.83480000e+01 9.56684940e-21
3.83540000e+01 9.56677334e-21
3.83620000e+01 9.56667111e-21
3.84350000e+01 9.56573485e-21
3.84780000e+01 9.56519356e-21
3.84980000e+01 9.56494237e-21
3.85050000e+01 9.56485426e-21
3.85140000e+01 9.56474108e-21
3.85490000e+01 9.56429974e-21
3.85680000e+01 9.56406211e-21
3.85700000e+01 9.56403638e-21
3.86070000e+01 9.56355249e-21
3.86830000e+01 9.56255799e-21
3.86900000e+01 9.56246417e-21
3.87170000e+01 9.56208973e-21
3.87450000e+01 9.56170124e-21
3.87670000e+01 9.56139852e-21
3.87720000e+01 9.56132913e-21
3.87790000e+01 9.56123078e-21
3.88030000e+01 9.56089442e-21
3.88350000e+01 9.56045114e-21
3.88500000e+01 9.56024199e-21
3.88530000e+01 9.56017157e-21
3.88800000e+01 9.55953348e-21
3.89180000e+01 9.55862691e-21
3.89350000e+01 9.55822148e-21
3.89380000e+01 9.55814983e-21
3.89450000e+01 9.55798203e-21
3.89490000e+01 9.55788615e-21
3.89780000e+01 9.55719315e-21
3.89970000e+01 9.55673828e-21
3.90160000e+01 9.55628419e-21
3.90550000e+01 9.55534130e-21
3.90580000e+01 9.55526793e-21
3.90660000e+01 9.55506971e-21
3.91310000e+01 9.55337798e-21
3.91470000e+01 9.55296033e-21
3.92150000e+01 9.55118455e-21
3.92200000e+01 9.55105415e-21
3.92240000e+01 9.55094899e-21
3.92330000e+01 9.55071270e-21
3.93540000e+01 9.54758717e-21
3.93660000e+01 9.54728503e-21
3.93730000e+01 9.54710776e-21
3.93860000e+01 9.54677643e-21
3.93880000e+01 9.54672529e-21
3.93930000e+01 9.54659724e-21
3.94150000e+01 9.54603495e-21
3.94490000e+01 9.54517233e-21
3.94500000e+01 9.54514688e-21
3.94520000e+01 9.54509502e-21
3.94540000e+01 9.54504300e-21
3.94710000e+01 9.54459380e-21
3.95100000e+01 9.54355347e-21
3.95510000e+01 9.54245367e-21
3.95520000e+01 9.54242509e-21
3.95550000e+01 9.54233882e-21
3.95720000e+01 9.54184760e-21
3.95860000e+01 9.54144462e-21
3.96150000e+01 9.54061331e-21
3.96180000e+01 9.54052767e-21
3.96200000e+01 9.54047137e-21
3.96240000e+01 9.54035950e-21
3.96300000e+01 9.54019188e-21
3.96370000e+01 9.53999565e-21
3.96380000e+01 9.53996684e-21
3.96700000e+01 9.53903852e-21
3.96750000e+01 9.53889632e-21
3.96970000e+01 9.53828283e-21
3.97300000e+01 9.53735567e-21
3.97600000e+01 9.53652163e-21
3.98210000e+01 9.53477375e-21
3.98410000e+01 9.53422037e-21
3.98480000e+01 9.53403124e-21
3.98620000e+01 9.53365766e-21
3.98700000e+01 9.53344341e-21
3.99110000e+01 9.53237389e-21
3.99160000e+01 9.53223698e-21
3.99290000e+01 9.53188927e-21
3.99350000e+01 9.53173896e-21
3.99740000e+01 9.53088646e-21
4.00110000e+01 9.53018334e-21
4.00500000e+01 9.52942608e-21
4.00600000e+01 9.52925421e-21
4.00980000e+01 9.52864055e-21
4.01340000e+01 9.52815316e-21
4.01390000e+01 9.52809299e-21
4.01560000e+01 9.52791277e-21
4.01700000e+01 9.52776171e-21
4.01740000e+01 9.52771852e-21
4.01750000e+01 9.52770745e-21
4.01940000e+01 9.52750922e-21
4.02350000e+01 9.52710551e-21
4.02700000e+01 9.52676971e-21
4.02850000e+01 9.52662665e-21
4.03050000e+01 9.52644523e-21
4.03120000e+01 9.52638769e-21
4.03640000e+01 9.52597293e-21
4.03870000e+01 9.52576041e-21
4.04060000e+01 9.52558817e-21
4.04170000e+01 9.52549245e-21
4.04450000e+01 9.52525694e-21
4.05210000e+01 9.52462839e-21
4.05550000e+01 9.52434776e-21
4.05740000e+01 9.52419415e-21
4.05860000e+01 9.52409446e-21
4.06050000e+01 9.52393571e-21
4.06100000e+01 9.52389367e-21
4.07490000e+01 9.52275145e-21
4.07560000e+01 9.52269558e-21
4.07760000e+01 9.52253453e-21
4.07780000e+01 9.52251838e-21
4.07830000e+01 9.52247772e-21
4.07930000e+01 9.52239650e-21
4.07970000e+01 9.52236202e-21
4.08120000e+01 9.52222535e-21
4.08380000e+01 9.52198502e-21
4.08670000e+01 9.52172119e-21
4.08860000e+01 9.52154917e-21
4.09140000e+01 9.52129112e-21
4.09150000e+01 9.52128187e-21
4.09250000e+01 9.52118953e-21
4.09580000e+01 9.52087926e-21
4.09670000e+01 9.52079535e-21
4.09730000e+01 9.52073954e-21
4.09810000e+01 9.52066409e-21
4.10010000e+01 9.52046963e-21
4.10830000e+01 9.51967276e-21
4.10850000e+01 9.51965342e-21
4.10900000e+01 9.51960457e-21
4.10970000e+01 9.51953557e-21
4.11020000e+01 9.51948492e-21
4.11600000e+01 9.51887880e-21
4.11730000e+01 9.51874324e-21
4.12360000e+01 9.51806515e-21
4.12530000e+01 9.51788272e-21
4.12560000e+01 9.51785057e-21
4.12630000e+01 9.51777514e-21
4.12720000e+01 9.51767826e-21
4.12900000e+01 9.51748440e-21
4.13550000e+01 9.51678795e-21
4.13740000e+01 9.51658660e-21
4.13900000e+01 9.51641419e-21
4.14130000e+01 9.51616347e-21
4.14190000e+01 9.51609668e-21
4.14890000e+01 9.51532224e-21
4.15230000e+01 9.51494595e-21
4.15730000e+01 9.51439243e-21
4.15780000e+01 9.51433710e-21
4.15880000e+01 9.51422567e-21
4.16000000e+01 9.51409103e-21
4.16090000e+01 9.51398664e-21
4.16290000e+01 9.51375489e-21
4.16630000e+01 9.51335444e-21
4.16840000e+01 9.51308406e-21
4.17240000e+01 9.51256854e-21
4.17310000e+01 9.51247806e-21
4.17440000e+01 9.51229031e-21
4.17510000e+01 9.51218897e-21
4.17650000e+01 9.51198659e-21
4.17850000e+01 9.51169533e-21
4.18040000e+01 9.51141410e-21
4.18140000e+01 9.51126609e-21
4.18400000e+01 9.51084489e-21
4.18520000e+01 9.51065076e-21
4.18710000e+01 9.51034356e-21
4.18810000e+01 9.51017997e-21
4.19100000e+01 9.50968862e-21
4.19330000e+01 9.50929467e-21
4.19860000e+01 9.50839040e-21
4.19920000e+01 9.50828738e-21
4.20260000e+01 9.50768421e-21
4.20440000e+01 9.50736171e-21
4.20700000e+01 9.50689057e-21
4.20750000e+01 9.50679969e-21
4.21020000e+01 9.50630754e-21
4.21400000e+01 9.50561545e-21
4.21710000e+01 9.50505366e-21
4.21790000e+01 9.50490670e-21
4.22210000e+01 9.50413434e-21
4.22410000e+01 9.50376629e-21
4.22430000e+01 9.50372942e-21
4.22480000e+01 9.50363694e-21
4.23090000e+01 9.50251590e-21
4.23280000e+01 9.50216769e-21
4.23460000e+01 9.50183630e-21
4.23570000e+01 9.50163373e-21
4.23760000e+01 9.50128394e-21
4.24150000e+01 9.50055968e-21
4.24560000e+01 9.49979425e-21
4.24910000e+01 9.49914329e-21
4.25250000e+01 9.49850825e-21
4.25750000e+01 9.49757403e-21
4.25800000e+01 9.49748061e-21
4.26250000e+01 9.49663945e-21
4.26440000e+01 9.49628442e-21
4.26960000e+01 9.49530957e-21
4.27000000e+01 9.49523285e-21
4.27220000e+01 9.49480004e-21
4.27260000e+01 9.49472017e-21
4.27460000e+01 9.49431899e-21
4.27530000e+01 9.49417841e-21
4.28180000e+01 9.49288167e-21
4.28610000e+01 9.49203352e-21
4.28700000e+01 9.49185696e-21
4.28710000e+01 9.49183736e-21
4.28760000e+01 9.49173910e-21
4.28770000e+01 9.49171930e-21
4.28840000e+01 9.49158039e-21
4.28900000e+01 9.49145930e-21
4.28970000e+01 9.49131630e-21
4.29290000e+01 9.49066306e-21
4.29880000e+01 9.48945038e-21
4.30050000e+01 9.48910220e-21
4.30890000e+01 9.48738052e-21
4.30940000e+01 9.48727840e-21
4.31250000e+01 9.48664391e-21
4.31570000e+01 9.48599176e-21
4.32230000e+01 9.48465251e-21
4.32340000e+01 9.48443084e-21
4.32400000e+01 9.48430938e-21
4.32530000e+01 9.48404479e-21
4.32600000e+01 9.48390167e-21
4.32670000e+01 9.48375815e-21
4.32820000e+01 9.48345097e-21
4.33600000e+01 9.48184182e-21
4.33640000e+01 9.48175919e-21
4.33830000e+01 9.48136535e-21
4.33940000e+01 9.48113663e-21
4.34130000e+01 9.48074164e-21
4.34520000e+01 9.47992407e-21
4.34570000e+01 9.47981828e-21
4.35280000e+01 9.47832292e-21
4.35300000e+01 9.47828062e-21
4.35620000e+01 9.47760296e-21
4.36120000e+01 9.47588390e-21
4.36170000e+01 9.47571202e-21
4.36670000e+01 9.47399336e-21
4.36990000e+01 9.47284767e-21
4.37180000e+01 9.47216706e-21
4.37630000e+01 9.47055311e-21
4.37830000e+01 9.46983571e-21
4.37850000e+01 9.46976389e-21
4.37900000e+01 9.46958405e-21
4.38520000e+01 9.46736234e-21
4.38850000e+01 9.46617465e-21
4.38960000e+01 9.46577243e-21
4.39260000e+01 9.46467565e-21
4.39450000e+01 9.46398208e-21
4.39510000e+01 9.46376172e-21
4.39840000e+01 9.46255084e-21
4.40270000e+01 9.46096669e-21
4.40300000e+01 9.46085627e-21
4.40480000e+01 9.46018950e-21
4.40600000e+01 9.45974224e-21
4.40810000e+01 9.45895593e-21
4.40940000e+01 9.45846888e-21
4.41030000e+01 9.45813130e-21
4.41440000e+01 9.45658638e-21
4.41490000e+01 9.45639762e-21
4.41710000e+01 9.45556580e-21
4.42340000e+01 9.45316788e-21
4.42500000e+01 9.45254093e-21
4.42950000e+01 9.45077783e-21
4.43150000e+01 9.44999417e-21
4.43220000e+01 9.44971973e-21
4.43270000e+01 9.44952371e-21
4.43360000e+01 9.44916991e-21
4.43850000e+01 9.44724116e-21
4.44320000e+01 9.44532656e-21
4.44570000e+01 9.44430527e-21
4.44680000e+01 9.44385542e-21
4.44760000e+01 9.44352820e-21
4.44870000e+01 9.44307727e-21
4.45080000e+01 9.44221676e-21
4.45260000e+01 9.44147239e-21
4.46020000e+01 9.43834456e-21
4.46070000e+01 9.43814081e-21
4.46360000e+01 9.43696439e-21
4.46410000e+01 9.43676283e-21
4.46860000e+01 9.43494935e-21
4.46910000e+01 9.43474953e-21
4.47220000e+01 9.43352018e-21
4.47350000e+01 9.43300542e-21
4.47390000e+01 9.43284494e-21
4.48100000e+01 9.42996900e-21
4.48290000e+01 9.42920060e-21
4.48370000e+01 9.42887609e-21
4.48570000e+01 9.42808018e-21
4.48640000e+01 9.42780452e-21
4.49000000e+01 9.42639385e-21
4.49060000e+01 9.42615927e-21
4.49090000e+01 9.42604158e-21
4.49150000e+01 9.42580628e-21
4.49230000e+01 9.42549146e-21
4.50190000e+01 9.42169956e-21
4.50230000e+01 9.42154379e-21
4.50380000e+01 9.42099346e-21
4.50620000e+01 9.42018919e-21
4.50770000e+01 9.41968662e-21
4.51530000e+01 9.41727619e-21
4.51870000e+01 9.41623808e-21
4.51980000e+01 9.41590762e-21
4.52110000e+01 9.41552147e-21
4.52370000e+01 9.41474782e-21
4.52420000e+01 9.41460105e-21
4.53800000e+01 9.41062843e-21
4.53880000e+01 9.41039871e-21
4.54080000e+01 9.40983042e-21
4.54100000e+01 9.40977385e-21
4.54150000e+01 9.40963215e-21
4.54570000e+01 9.40844562e-21
4.55790000e+01 9.40501172e-21
4.55870000e+01 9.40478777e-21
4.56060000e+01 9.40425412e-21
4.56230000e+01 9.40377530e-21
4.56370000e+01 9.40337960e-21
4.57130000e+01 9.40122716e-21
4.57410000e+01 9.40043424e-21
4.57910000e+01 9.39894063e-21
4.57970000e+01 9.39876124e-21
4.57980000e+01 9.39873126e-21
4.58020000e+01 9.39861128e-21
4.58330000e+01 9.39768030e-21
4.58850000e+01 9.39612326e-21
4.59480000e+01 9.39424585e-21
4.59600000e+01 9.39388858e-21
4.59680000e+01 9.39364942e-21
4.59750000e+01 9.39343992e-21
4.59790000e+01 9.39332019e-21
4.60220000e+01 9.39202787e-21
4.61490000e+01 9.38821570e-21
4.61570000e+01 9.38797685e-21
4.61680000e+01 9.38764778e-21
4.62070000e+01 9.38647598e-21
4.62120000e+01 9.38632508e-21
4.62340000e+01 9.38566058e-21
4.62830000e+01 9.38417840e-21
4.63170000e+01 9.38314873e-21
4.63640000e+01 9.38172494e-21
4.63670000e+01 9.38163340e-21
4.63720000e+01 9.38148042e-21
4.63820000e+01 9.38117376e-21
4.64090000e+01 9.38034391e-21
4.65180000e+01 9.37701321e-21
4.65380000e+01 9.37640420e-21
4.65400000e+01 9.37634325e-21
4.65450000e+01 9.37619067e-21
4.65510000e+01 9.37600756e-21
4.65930000e+01 9.37472179e-21
4.66280000e+01 9.37362885e-21
4.66470000e+01 9.37303496e-21
4.67290000e+01 9.37047275e-21
4.67380000e+01 9.37019240e-21
4.67560000e+01 9.36962684e-21
4.67580000e+01 9.36956340e-21
4.67770000e+01 9.36895932e-21
4.67870000e+01 9.36864026e-21
4.68520000e+01 9.36656098e-21
4.68560000e+01 9.36643321e-21
4.68630000e+01 9.36620856e-21
4.69470000e+01 9.36351107e-21
4.69520000e+01 9.36335075e-21
4.69820000e+01 9.36238784e-21
4.69830000e+01 9.36235567e-21
4.70310000e+01 9.36081327e-21
4.70980000e+01 9.35867013e-21
4.71180000e+01 9.35803135e-21
4.71250000e+01 9.35780767e-21
4.71510000e+01 9.35697766e-21
4.71700000e+01 9.35636929e-21
4.72280000e+01 9.35450722e-21
4.73200000e+01 9.35156826e-21
4.73390000e+01 9.35096374e-21
4.73580000e+01 9.35035620e-21
4.73780000e+01 9.34971649e-21
4.74030000e+01 9.34891299e-21
4.74540000e+01 9.34727646e-21
4.74880000e+01 9.34618379e-21
4.74900000e+01 9.34611902e-21
4.74940000e+01 9.34598707e-21
4.75380000e+01 9.34451237e-21
4.75430000e+01 9.34434465e-21
4.75640000e+01 9.34363892e-21
4.75650000e+01 9.34360490e-21
4.75930000e+01 9.34263777e-21
4.76120000e+01 9.34198049e-21
4.76280000e+01 9.34142772e-21
4.76550000e+01 9.34045594e-21
4.76630000e+01 9.34016840e-21
4.76640000e+01 9.34013244e-21
4.76700000e+01 9.33991668e-21
4.76780000e+01 9.33962772e-21
4.76890000e+01 9.33922629e-21
4.77090000e+01 9.33849539e-21
4.77110000e+01 9.33842224e-21
4.77160000e+01 9.33823913e-21
4.77300000e+01 9.33772658e-21
4.77620000e+01 9.33655031e-21
4.77790000e+01 9.33592384e-21
4.78390000e+01 9.33360926e-21
4.79200000e+01 9.33049679e-21
4.79690000e+01 9.32862200e-21
4.79780000e+01 9.32827783e-21
4.79880000e+01 9.32789351e-21
4.80540000e+01 9.32535614e-21
4.81320000e+01 9.32236187e-21
4.81380000e+01 9.32213126e-21
4.81430000e+01 9.32193869e-21
4.81740000e+01 9.32074359e-21
4.82150000e+01 9.31916621e-21
4.82890000e+01 9.31632282e-21
4.83070000e+01 9.31563215e-21
4.83090000e+01 9.31555540e-21
4.83160000e+01 9.31528644e-21
4.83840000e+01 9.31268072e-21
4.84030000e+01 9.31195176e-21
4.84610000e+01 9.30972171e-21
4.84800000e+01 9.30899199e-21
4.85310000e+01 9.30703216e-21
4.85440000e+01 9.30653334e-21
4.85500000e+01 9.30629251e-21
4.85810000e+01 9.30504531e-21
4.85890000e+01 9.30472334e-21
4.85910000e+01 9.30464243e-21
4.86360000e+01 9.30282177e-21
4.86650000e+01 9.30165041e-21
4.86990000e+01 9.30027439e-21
4.87490000e+01 9.29825248e-21
4.87540000e+01 9.29805023e-21
4.87860000e+01 9.29675449e-21
4.87880000e+01 9.29667326e-21
4.88470000e+01 9.29426672e-21
4.89000000e+01 9.29210748e-21
4.89200000e+01 9.29129307e-21
4.89220000e+01 9.29121157e-21
4.89270000e+01 9.29100788e-21
4.89610000e+01 9.28962429e-21
4.90160000e+01 9.28739242e-21
4.90930000e+01 9.28427069e-21
4.91530000e+01 9.28184729e-21
4.91720000e+01 9.28108146e-21
4.92110000e+01 9.27950812e-21
4.92230000e+01 9.27902206e-21
4.92420000e+01 9.27825201e-21
4.92680000e+01 9.27720285e-21
4.92870000e+01 9.27643694e-21
4.93210000e+01 9.27506258e-21
4.93710000e+01 9.27304474e-21
4.93760000e+01 9.27284290e-21
4.93970000e+01 9.27199406e-21
4.94070000e+01 9.27159003e-21
4.94530000e+01 9.26973654e-21
4.94910000e+01 9.26821625e-21
4.95220000e+01 9.26698419e-21
4.95340000e+01 9.26650863e-21
4.95420000e+01 9.26618975e-21
4.95490000e+01 9.26591122e-21
4.96280000e+01 9.26278239e-21
4.96600000e+01 9.26152468e-21
4.96790000e+01 9.26079178e-21
4.97370000e+01 9.25859398e-21
4.97560000e+01 9.25788161e-21
4.97850000e+01 9.25681396e-21
4.98040000e+01 9.25611999e-21
4.98430000e+01 9.25469756e-21
4.98670000e+01 9.25385445e-21
4.99120000e+01 9.25229377e-21
4.99190000e+01 9.25205316e-21
4.99530000e+01 9.25091492e-21
5.00030000e+01 9.24926100e-21
5.00080000e+01 9.24910096e-21
5.01300000e+01 9.24533555e-21
5.01450000e+01 9.24489406e-21
5.01540000e+01 9.24463778e-21
5.01670000e+01 9.24427279e-21
5.01740000e+01 9.24407007e-21
